"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significance"
"Gene_0481",148.648270271148,1.17310151719741,1.25041095095173,0.938172779360672,0.348155624813577,0.720304297478415,"Not significant"
"Gene_0043",276.219735359095,1.5213122957762,1.64562598489506,0.924458114869403,0.355247849276604,0.72075594009128,"Not significant"
"Gene_0463",286.495552264177,1.43513677449803,1.55551347665109,0.922612883809776,0.35620897910922,0.72075594009128,"Not significant"
"Gene_0488",216.240320354875,1.71567897069539,1.8601203681904,0.922348359834623,0.356346896555196,0.72075594009128,"Not significant"
"Gene_0093",71.4670723003928,1.49585173965493,1.65318404430004,0.904830738484579,0.36555506449281,0.721656142564337,"Not significant"
"Gene_0111",80.4449703258248,-1.35499676172672,1.50150255164666,-0.902427212155401,0.366829971070448,0.721656142564337,"Not significant"
"Gene_0130",79.5646642777388,1.59164996408266,1.76635478588257,0.901093017554443,0.367538865117047,0.721656142564337,"Not significant"
"Gene_0239",296.212323305284,1.43001800183372,1.58961610357334,0.899599594278859,0.368333373199221,0.721656142564337,"Not significant"
"Gene_0274",84.0591963055843,1.83851567705922,2.00592689414332,0.916541715666264,0.359382838234377,0.721656142564337,"Not significant"
"Gene_0444",130.213613545816,-1.38914775788094,1.54795902765922,-0.897406025004145,0.369502298735951,0.721656142564337,"Not significant"
"Gene_0461",165.503783222879,1.46435997759059,1.63246942855168,0.89702137876466,0.369707509277927,0.721656142564337,"Not significant"
"Gene_0476",114.661948381901,-1.1844060547347,1.30259040500716,-0.909269752166022,0.363207752980353,0.721656142564337,"Not significant"
"Gene_0333",153.681909132559,-1.464098380354,1.64708063036686,-0.888905104802242,0.374054081731784,0.72401887825283,"Not significant"
"Gene_0384",570.114551812837,1.60970682073018,1.81127882360372,0.888712880509202,0.374157406882335,0.72401887825283,"Not significant"
"Gene_0343",138.256538887603,-1.20208147056048,1.36557141184614,-0.880277267181047,0.378709124498489,0.729668011425967,"Not significant"
"Gene_0374",64.404754020427,-1.20316310861892,1.37372407785925,-0.875840445698439,0.381116778956412,0.731155365637408,"Not significant"
"Gene_0398",111.441205672018,1.46754628955668,1.68256216480448,0.872209253396124,0.383094232348205,0.731808213075417,"Not significant"
"Gene_0200",157.57978395588,1.54716615400916,1.80470036016188,0.85729808014799,0.391280169275729,0.735837464440889,"Not significant"
"Gene_0227",225.299307652443,1.54380685001534,1.8040571751523,0.855741642381711,0.392140701006746,0.735837464440889,"Not significant"
"Gene_0344",68.312622521514,1.17020530512079,1.37121801955192,0.853405722820931,0.393434348996359,0.735837464440889,"Not significant"
"Gene_0433",114.775976698975,-1.15717260337204,1.34334740250404,-0.861409789615879,0.389012386186997,0.735837464440889,"Not significant"
"Gene_0454",79.7928951957493,-1.54793157902959,1.80399989489264,-0.858055249011926,0.390861956511213,0.735837464440889,"Not significant"
"Gene_0039",60.4452599741254,-1.28946411491806,1.52528533253236,-0.845392063645703,0.397891974138242,0.738222022858633,"Not significant"
"Gene_0207",192.655287611997,-1.51059305774013,1.78759538455054,-0.845041932193143,0.398087427427613,0.738222022858633,"Not significant"
"Gene_0212",118.093453434956,1.24531227693766,1.49011882222654,0.835713406449638,0.403316151361089,0.738222022858633,"Not significant"
"Gene_0268",127.049612371967,-1.54563031263625,1.85460469077585,-0.833401489990655,0.404618334676432,0.738222022858633,"Not significant"
"Gene_0311",183.179824096892,-1.45862948891784,1.73369034194937,-0.84134372420726,0.400155402254881,0.738222022858633,"Not significant"
"Gene_0424",365.113885466112,1.31772102360139,1.57498675705625,0.836655303733658,0.40278634969229,0.738222022858633,"Not significant"
"Gene_0091",255.253435489267,1.5169013844812,1.83126552203567,0.828335031828148,0.407480788590524,0.74042240853644,"Not significant"
"Gene_0145",84.2365815940671,-1.48789130572847,1.82376438024958,-0.815835270082892,0.414594357846704,0.750298291325817,"Not significant"
"Gene_0040",301.667999381539,-1.26989635926699,1.61844510084084,-0.784639749971895,0.432664817237631,0.770522602809646,"Not significant"
"Gene_0061",21.0186213036952,-1.45165772525323,1.84816050664876,-0.785460851495792,0.432183414886217,0.770522602809646,"Not significant"
"Gene_0190",40.2160821761844,1.39585900241642,1.77690277157596,0.785557333099557,0.432126869210249,0.770522602809646,"Not significant"
"Gene_0451",128.622322088514,-1.42613239738419,1.80661663402616,-0.789394036634083,0.42988174021019,0.770522602809646,"Not significant"
"Gene_0288",91.3612001266963,-1.08730106168326,1.40108306806569,-0.776043252870344,0.437723447868122,0.776438020623216,"Not significant"
"Gene_0005",198.600804168061,-1.18086381515922,1.52949142264031,-0.772063051599684,0.440077084488526,0.77752749710028,"Not significant"
"Gene_0391",201.866505664243,1.30392391815481,1.73437579121469,0.751811645872654,0.452164337505747,0.79573802702783,"Not significant"
"Gene_0046",196.900059165033,-0.900271419474801,1.20600413162416,-0.746491156926949,0.455370771533753,0.796639886387409,"Not significant"
"Gene_0165",344.355508352394,-1.39341694179741,1.87023152061119,-0.745050506550139,0.456241187729702,0.796639886387409,"Not significant"
"Gene_0312",153.758450646709,0.882828976300004,1.19823905852189,0.73677199054839,0.461261019120876,0.802271111077945,"Not significant"
"Gene_0301",161.039962548169,1.02997193894349,1.40542316285434,0.732855389156723,0.463646634376151,0.803294750256354,"Not significant"
"Gene_0110",97.526978015656,1.08309039125498,1.48664966916496,0.728544467280812,0.466280358516371,0.804738688250261,"Not significant"
"Gene_0112",196.482978977599,-1.06216441543199,1.47247189921312,-0.721347834209676,0.470695533425972,0.807205454222525,"Not significant"
"Gene_0230",172.488694294587,-1.19092983147605,1.65330945756169,-0.720330864877793,0.471321305485635,0.807205454222525,"Not significant"
"Gene_0159",372.204827608896,-1.31160896067945,1.88140887186761,-0.697141902694157,0.485713992955663,0.823776044954229,"Not significant"
"Gene_0280",137.178809462126,1.31247389121114,1.88615643004505,0.695845726422484,0.486525449368941,0.823776044954229,"Not significant"
"Gene_0326",59.0841007575485,-1.26080363546284,1.79898726775668,-0.700840777508697,0.483402386823424,0.823776044954229,"Not significant"
"Gene_0340",170.925858600425,1.33476614472813,1.95738491088139,0.6819129632133,0.495293987944942,0.835458160797695,"Not significant"
"Gene_0350",209.162276125459,1.08890278974716,1.60964503166423,0.676486286309553,0.498731950032993,0.838094667912585,"Not significant"
"Gene_0098",101.163055971323,-1.14787845390201,1.71322927883057,-0.670008660303501,0.502852269485925,0.838712553956002,"Not significant"
"Gene_0109",182.302417525418,-1.08877056384153,1.62379261370383,-0.67051084889349,0.502532192899843,0.838712553956002,"Not significant"
"Gene_0002",134.843326409526,1.16867895267967,1.82904341587656,0.638956376068079,0.522851311416071,0.84722375811393,"Not significant"
"Gene_0188",174.615919748843,1.12507781718098,1.74551418583779,0.644553809020452,0.519216376625803,0.84722375811393,"Not significant"
"Gene_0243",77.2062805507214,0.748538992522809,1.17225456149353,0.638546453228658,0.523118025144171,0.84722375811393,"Not significant"
"Gene_0308",135.599485928332,0.816411563866424,1.26129757296781,0.64727910475989,0.517451322452825,0.84722375811393,"Not significant"
"Gene_0321",207.427822943733,-0.909055473817118,1.40824033448698,-0.645525803767216,0.518586501965095,0.84722375811393,"Not significant"
"Gene_0346",161.005833217868,-1.09655065619721,1.70356002848711,-0.643681841473486,0.519781767298812,0.84722375811393,"Not significant"
"Gene_0360",121.339789863164,1.09247446338591,1.69850383252365,0.643198114992011,0.520095556292346,0.84722375811393,"Not significant"
"Gene_0440",99.5048286817258,1.18895350493656,1.80630573769484,0.65822384335327,0.51039430583754,0.84722375811393,"Not significant"
"Gene_0078",284.938483982453,1.02483449572689,1.63254441560435,0.627752902727312,0.530165823384353,0.849405458970631,"Not significant"
"Gene_0204",269.65278493265,-1.06282845460106,1.68390101906228,-0.63117038505798,0.527929123547657,0.849405458970631,"Not significant"
"Gene_0361",273.918306978921,-1.12755865549001,1.79403312516614,-0.628504925395726,0.529673221094386,0.849405458970631,"Not significant"
"Gene_0067",450.917072793481,0.939475854399847,1.548578036134,0.606670011118869,0.544069927802358,0.851783851718978,"Not significant"
"Gene_0075",462.971767931511,0.995314311195585,1.59997038256505,0.622082959810737,0.533887319133623,0.851783851718978,"Not significant"
"Gene_0194",71.5464055109058,0.820767658711544,1.35089700598486,0.607572342728799,0.5434711487584,0.851783851718978,"Not significant"
"Gene_0198",91.2843798526775,0.995929033929498,1.6143360774152,0.616927941995903,0.537282255564497,0.851783851718978,"Not significant"
"Gene_0216",423.554436802751,-1.0122258843509,1.6673704182229,-0.607079190855349,0.543798359205756,0.851783851718978,"Not significant"
"Gene_0296",166.853885691222,-0.809401946333609,1.33722310863736,-0.605285640896827,0.544989220562925,0.851783851718978,"Not significant"
"Gene_0298",197.048773786528,-1.27710738129485,2.08982951690606,-0.61110601174089,0.541129400158659,0.851783851718978,"Not significant"
"Gene_0219",339.38758963311,-0.786429752627688,1.30593303165933,-0.602197611640502,0.547042605305486,0.852014092583805,"Not significant"
"Gene_0241",177.910087444104,0.965283683407663,1.62948038759818,0.592387420403674,0.553591188110375,0.859219656546311,"Not significant"
"Gene_0010",70.5977232146743,0.915297605500794,1.60100729111161,0.57170108504958,0.567524499222485,0.867894612343171,"Not significant"
"Gene_0024",66.96783857069,0.883085685823041,1.55011794779261,0.569689349820489,0.568888414802123,0.867894612343171,"Not significant"
"Gene_0060",407.26383192821,0.8339922250211,1.44102773156931,0.578748213341365,0.562759078804662,0.867894612343171,"Not significant"
"Gene_0183",177.202066878698,0.812982961490237,1.42103908619607,0.57210457431293,0.567251130340807,0.867894612343171,"Not significant"
"Gene_0411",44.3250571073065,0.96317884705009,1.69031227999016,0.569823019362845,0.568797741020874,0.867894612343171,"Not significant"
"Gene_0442",87.9112389966281,-1.00174186220011,1.7967681729942,-0.55752426899391,0.577169282376792,0.874558200753986,"Not significant"
"Gene_0484",198.80323698426,0.814547470894407,1.45554523523275,0.559616734112807,0.57574088818157,0.874558200753986,"Not significant"
"Gene_0090",86.9663865440356,-0.869819154720529,1.57022513900512,-0.553945503172646,0.57961614256059,0.875298701772242,"Not significant"
"Gene_0055",287.268517170274,0.871446641001668,1.61644440357635,0.539113277928774,0.589808694245416,0.881191091321889,"Not significant"
"Gene_0160",141.917467239511,-0.82087847992191,1.53723595148387,-0.533996410329547,0.593344017626338,0.881191091321889,"Not significant"
"Gene_0162",191.182380075817,1.06113389285167,1.94950519934493,0.544309342292716,0.586228619185301,0.881191091321889,"Not significant"
"Gene_0232",193.337081793416,0.977606183967293,1.81586099374234,0.538370606195205,0.590321215060974,0.881191091321889,"Not significant"
"Gene_0399",185.687521796031,0.740908734205673,1.3922985519095,0.532147888245329,0.594623572207225,0.881191091321889,"Not significant"
"Gene_0497",254.680049256619,-0.784891180902963,1.47784593659162,-0.531104874648279,0.595346106441187,0.881191091321889,"Not significant"
"Gene_0080",113.274181938546,0.771815023980633,1.47310976177825,0.523935855973792,0.600323154787001,0.885625248151121,"Not significant"
"Gene_0155",309.15934561913,-0.676043952031183,1.32649082134818,-0.509648420592979,0.610297794695644,0.897378665226818,"Not significant"
"Gene_0029",425.658305383476,0.888088929072099,1.8806098842307,0.472234532275357,0.636759393888461,0.897450104546385,"Not significant"
"Gene_0041",153.284253267622,-0.742034923981481,1.64628735963157,-0.450732321815036,0.652182484101433,0.897450104546385,"Not significant"
"Gene_0065",239.914999012239,0.609653988492091,1.29968959716325,0.46907660861697,0.639014878222987,0.897450104546385,"Not significant"
"Gene_0164",48.5171252630829,0.648496464512096,1.37028819040512,0.473255530517539,0.636030884307066,0.897450104546385,"Not significant"
"Gene_0168",107.737485056559,-0.745303381516102,1.6759028765095,-0.444717526273591,0.656523901983597,0.897450104546385,"Not significant"
"Gene_0170",132.055955963174,-0.656741747309948,1.33670438989959,-0.491314124702829,0.623204291278992,0.897450104546385,"Not significant"
"Gene_0199",404.487839124033,0.756447555913098,1.66341000355089,0.45475712800711,0.649283976522846,0.897450104546385,"Not significant"
"Gene_0225",67.5866290111068,0.67889754059729,1.40516540654538,0.483144217353293,0.628993339891,0.897450104546385,"Not significant"
"Gene_0233",176.085049016346,0.738977977442693,1.5728721363138,0.469827114602316,0.638478540667762,0.897450104546385,"Not significant"
"Gene_0238",16.1704570614291,-0.651004290524879,1.3612367700272,-0.478244714556065,0.632476040477638,0.897450104546385,"Not significant"
"Gene_0271",225.114782306553,-0.655615040466785,1.38417789004674,-0.473649409646795,0.635749935040973,0.897450104546385,"Not significant"
"Gene_0309",497.387238641057,0.673514390393066,1.50364319855865,0.447921681844922,0.654209719945831,0.897450104546385,"Not significant"
"Gene_0318",92.4489544586203,-0.831797465224137,1.81427691636774,-0.458473267074043,0.646612464222511,0.897450104546385,"Not significant"
"Gene_0366",261.519162645439,-0.871286433896666,1.95276465032534,-0.446180974113551,0.655466525056176,0.897450104546385,"Not significant"
"Gene_0406",66.0974236053341,-0.638757350749145,1.3521086721013,-0.472415689603157,0.636630107629298,0.897450104546385,"Not significant"
"Gene_0425",335.768410964838,0.715117244104175,1.48426116333363,0.481800145264215,0.629947926182581,0.897450104546385,"Not significant"
"Gene_0426",43.8526380526634,-0.596447426448272,1.32379373363649,-0.450559185538532,0.652307288394955,0.897450104546385,"Not significant"
"Gene_0438",400.217117426389,0.555988893465477,1.20977654933188,0.459579823871221,0.645817843906207,0.897450104546385,"Not significant"
"Gene_0443",161.462946456505,0.800574656369851,1.74645256586205,0.45840045817373,0.646664762564752,0.897450104546385,"Not significant"
"Gene_0464",400.484506825923,-0.705843867765079,1.39700890854626,-0.505253662626666,0.613380683957821,0.897450104546385,"Not significant"
"Gene_0470",162.111559301043,0.734343986845606,1.64959594910816,0.445165973669263,0.656199814514616,0.897450104546385,"Not significant"
"Gene_0474",173.808118312718,-0.603033254732454,1.29063103823597,-0.467239076751693,0.640328838840642,0.897450104546385,"Not significant"
"Gene_0485",269.509583095774,-0.637092778392147,1.38926359468529,-0.458583080150794,0.646533589230305,0.897450104546385,"Not significant"
"Gene_0385",267.108872687244,-0.709037381074916,1.60655696076425,-0.441339708700786,0.658967083034829,0.898043555233441,"Not significant"
"Gene_0420",81.1318519641332,0.653312380992722,1.4899109747778,0.438490884390025,0.661030476678572,0.898117395365719,"Not significant"
"Gene_0249",401.575270892874,-0.660164860638333,1.55044832130982,-0.425789658103939,0.670261123467001,0.906034903318669,"Not significant"
"Gene_0376",40.9459630853928,0.559568312831735,1.31695044847312,0.424897013764262,0.67091175167445,0.906034903318669,"Not significant"
"Gene_0370",167.501733501165,0.631272816121879,1.49677506579796,0.421755299474699,0.673203636152613,0.906391642651259,"Not significant"
"Gene_0138",77.1511261167602,-0.665260078500549,1.59171414518663,-0.417951979953376,0.675982226848221,0.907399565769234,"Not significant"
"Gene_0260",90.7307341895585,0.660441256796408,1.64459291664178,0.401583425365234,0.687990629961719,0.918005407739965,"Not significant"
"Gene_0322",160.98309145683,-0.648664162290278,1.60579189844109,-0.40395281787136,0.686247415209652,0.918005407739965,"Not significant"
"Gene_0500",305.314636633235,-0.847722627886686,2.13172182538988,-0.397670379779333,0.690873174065682,0.919108061926666,"Not significant"
"Gene_0203",24.0290882361422,-0.648897529324979,1.64399424073982,-0.394707909093992,0.693058465132778,0.919279329122705,"Not significant"
"Gene_0025",891.472133082519,0.550798802278482,1.46502192573677,0.37596625183714,0.706941985607827,0.922519531362372,"Not significant"
"Gene_0064",101.514766726792,0.601258028048247,1.76468459386968,0.340716992791206,0.733316644921245,0.922519531362372,"Not significant"
"Gene_0097",161.738881750016,-0.47015612340553,1.3347003982674,-0.352255925011972,0.72464633912514,0.922519531362372,"Not significant"
"Gene_0099",130.107685115684,-0.577484300250257,1.54855954676343,-0.372917077329851,0.70921016149569,0.922519531362372,"Not significant"
"Gene_0136",12.8617028699845,0.688411610814267,1.90739493034935,0.360917185980033,0.718161355753781,0.922519531362372,"Not significant"
"Gene_0223",217.024808335148,-0.714985629629645,1.85564138899853,-0.38530377360009,0.70001236603831,0.922519531362372,"Not significant"
"Gene_0234",242.685325051587,-0.486495290361809,1.33090954817981,-0.365535953233752,0.714711373985035,0.922519531362372,"Not significant"
"Gene_0240",86.1754971767919,0.618106751702179,1.77960312473801,0.347328425709062,0.728344597854038,0.922519531362372,"Not significant"
"Gene_0251",78.4405976529734,-0.456504300468101,1.35090274773028,-0.33792536230687,0.735419434338763,0.922519531362372,"Not significant"
"Gene_0258",114.017737019446,0.535301832693392,1.43667722430892,0.37259714543807,0.709448297711812,0.922519531362372,"Not significant"
"Gene_0277",139.497230048685,-0.45965600729103,1.36570595246278,-0.336570259844098,0.736440878638894,0.922519531362372,"Not significant"
"Gene_0313",204.547070810842,-0.66230651940875,1.81795292234368,-0.364314450208596,0.715623210541239,0.922519531362372,"Not significant"
"Gene_0316",184.591928322248,-0.61236153468225,1.7963256530898,-0.340896726397548,0.733181329327953,0.922519531362372,"Not significant"
"Gene_0332",223.922099126812,-0.54583745529079,1.49926749468525,-0.364069425386549,0.715806167381837,0.922519531362372,"Not significant"
"Gene_0342",184.474963994547,-0.643504477657153,1.86324412699777,-0.345367774588952,0.729817900568801,0.922519531362372,"Not significant"
"Gene_0386",102.432323583245,-0.569381209813577,1.62021025023854,-0.351424273318692,0.725270074755746,0.922519531362372,"Not significant"
"Gene_0418",496.478338286408,0.496971118512818,1.47853496068293,0.336124022581967,0.736777343839747,0.922519531362372,"Not significant"
"Gene_0455",81.0049467824572,0.609243463816045,1.73150113907111,0.351858540585705,0.724944353175512,0.922519531362372,"Not significant"
"Gene_0478",129.74784445063,-0.557438664126263,1.61346143062211,-0.345492401334519,0.729724221862568,0.922519531362372,"Not significant"
"Gene_0492",157.122175718713,-0.668845411525643,1.74129412070621,-0.384108235117902,0.700898228069345,0.922519531362372,"Not significant"
"Gene_0044",132.459368058748,-0.486750942425401,1.47432985186588,-0.33015063882033,0.741286142051726,0.923974405321473,"Not significant"
"Gene_0144",62.9200644547846,-0.562509559954617,1.7091899359329,-0.329108865041141,0.742073403826418,0.923974405321473,"Not significant"
"Gene_0381",136.449602837361,0.589955233320613,1.81844134867195,0.324429068746964,0.745613215179042,0.925803075513977,"Not significant"
"Gene_0011",166.554349198389,0.483682865394563,1.53612905031365,0.314871244245921,0.752859415640307,0.926026337287251,"Not significant"
"Gene_0051",156.517416608927,0.410194036287921,1.31683246253555,0.311500549962215,0.755420124860769,0.926026337287251,"Not significant"
"Gene_0077",122.463220139667,0.452496335020052,1.4770780914667,0.306345573490116,0.75934154343733,0.926026337287251,"Not significant"
"Gene_0094",36.8120834663296,-0.482618455108763,1.58805959998926,-0.303904497735492,0.761200651067166,0.926026337287251,"Not significant"
"Gene_0149",64.4283992884646,0.461682099869872,1.55389960590385,0.297111922878266,0.766381062027524,0.926026337287251,"Not significant"
"Gene_0192",96.6687805485089,-0.503468593531089,1.64405958553656,-0.306235003865005,0.759425722580981,0.926026337287251,"Not significant"
"Gene_0331",206.044619720583,-0.438231497518728,1.47580671068802,-0.296943694824658,0.766509496188553,0.926026337287251,"Not significant"
"Gene_0430",105.304373208197,0.544238594763378,1.71727792898361,0.316919344025746,0.751304803638154,0.926026337287251,"Not significant"
"Gene_0447",218.080518686859,-0.476957439066757,1.49045843639746,-0.320007205447201,0.74896286839077,0.926026337287251,"Not significant"
"Gene_0457",169.137820731413,0.525704718791228,1.7566525118734,0.299265059673404,0.764737811948004,0.926026337287251,"Not significant"
"Gene_0365",181.282626167273,0.504952662488496,1.71820565635373,0.293883715619977,0.768846761984064,0.926346368212605,"Not significant"
"Gene_0317",82.2024422803495,0.34541579769012,1.25341295778822,0.27558020327127,0.782870516581365,0.940707314279221,"Not significant"
"Gene_0115",146.880632540698,0.450504796076752,1.74643645669084,0.257956591750479,0.796440408441071,0.946948455617892,"Not significant"
"Gene_0134",180.125451043331,-0.476449725184205,1.79499147091213,-0.265432862999675,0.790676022780812,0.946948455617892,"Not significant"
"Gene_0140",306.545996985772,-0.433256145303954,1.72649217691244,-0.250945907023318,0.801855931053514,0.946948455617892,"Not significant"
"Gene_0193",255.086686374103,-0.440447092393735,1.72295689481174,-0.255634423426397,0.798233135295001,0.946948455617892,"Not significant"
"Gene_0196",201.948860738738,0.34687804864195,1.38971387557005,0.249603932679785,0.802893657000405,0.946948455617892,"Not significant"
"Gene_0320",104.217974551898,-0.387981720555098,1.5495414439456,-0.250384861967409,0.802289735254904,0.946948455617892,"Not significant"
"Gene_0402",148.851405504412,0.449736469004199,1.7216299131389,0.261227146189759,0.793917345070949,0.946948455617892,"Not significant"
"Gene_0009",92.9679726323357,0.341873724620739,1.48202652536452,0.230679895919306,0.817563493063298,0.961712845787616,"Not significant"
"Gene_0026",226.346017428932,-0.325560962733882,1.46614611890814,-0.222052194208537,0.824273252287782,0.962010819249709,"Not significant"
"Gene_0128",42.1620617179828,-0.257629623641385,1.15443746587066,-0.223164641877838,0.823407369700765,0.962010819249709,"Not significant"
"Gene_0348",348.047871640393,-0.445132549889845,1.96009273779409,-0.227097698648076,0.820347773516736,0.962010819249709,"Not significant"
"Gene_0095",34.776871824076,-0.262735843507226,1.27784426340962,-0.205608657510564,0.837096614304184,0.964830390717058,"Not significant"
"Gene_0146",291.113913845162,0.39991239387904,1.94142009149025,0.205989623591494,0.836799016673007,0.964830390717058,"Not significant"
"Gene_0185",156.308087145406,0.285130640062733,1.35318443112544,0.21071084879804,0.833112908550773,0.964830390717058,"Not significant"
"Gene_0221",350.552389289872,-0.389563534194293,1.89923424958979,-0.205116106282537,0.837481412971406,0.964830390717058,"Not significant"
"Gene_0407",87.8929474585711,0.296519091166082,1.43480444217615,0.206661676288341,0.836274089125772,0.964830390717058,"Not significant"
"Gene_0048",59.0607562957861,-0.349806808640083,1.75788269628846,-0.198993260118354,0.84226801681132,0.967719591549231,"Not significant"
"Gene_0158",101.446627707037,-0.301390271283512,1.56439051123782,-0.192656673073935,0.847227857555334,0.967719591549231,"Not significant"
"Gene_0229",209.225595260781,-0.258693346900419,1.37544249375352,-0.188080089189666,0.850813869080196,0.967719591549231,"Not significant"
"Gene_0275",158.559311887831,0.334694988193598,1.76502705277246,0.189625982031192,0.849602225884647,0.967719591549231,"Not significant"
"Gene_0335",156.182208789905,0.302012825920663,1.6055280941606,0.188108091673451,0.850791918091826,0.967719591549231,"Not significant"
"Gene_0003",265.798399844423,0.283314479969482,1.59816122121362,0.177275281247493,0.859292165976418,0.968031906330323,"Not significant"
"Gene_0019",101.842312163487,0.31089742198184,1.70970938152493,0.181842262399323,0.855706516806227,0.968031906330323,"Not significant"
"Gene_0143",243.283207065616,-0.25983147836999,1.49384246980833,-0.173934992223998,0.86191655194512,0.968031906330323,"Not significant"
"Gene_0244",228.135927797632,-0.259185302729479,1.43467797303383,-0.180657476870155,0.856636438034997,0.968031906330323,"Not significant"
"Gene_0330",99.2872333385023,0.237408187337222,1.35275484168843,0.175499787560104,0.860686937691727,0.968031906330323,"Not significant"
"Gene_0083",218.262006808369,0.311792287436583,1.83646691347279,0.169778330962129,0.865184468894512,0.96926681101716,"Not significant"
"Gene_0435",111.605708657867,0.266329756955142,1.70754907949914,0.155971948421688,0.876055132497925,0.978991610566431,"Not significant"
"Gene_0345",118.43621294392,-0.17240833630499,1.17150307288278,-0.14716848832563,0.882999032410413,0.984290691988665,"Not significant"
"Gene_0306",161.736840929426,-0.244219213655022,1.69406872790439,-0.144161337513814,0.885373070169834,0.984481995935114,"Not significant"
"Gene_0174",103.116427917462,-0.172335573185582,1.30596402100229,-0.131960429547913,0.895015590617067,0.987832022236615,"Not significant"
"Gene_0250",80.863882624124,0.237276829368804,1.77613017281216,0.133592026643589,0.893725189487193,0.987832022236615,"Not significant"
"Gene_0291",309.749492843623,0.206928781230787,1.5448104512467,0.133950920039277,0.893441384699371,0.987832022236615,"Not significant"
"Gene_0069",116.82645333673,-0.192237551016173,1.55617126210212,-0.123532387274967,0.901685529355671,0.991679105041537,"Not significant"
"Gene_0220",53.6143122334697,0.229969235265496,1.88575933718536,0.12195046882745,0.90293824552999,0.991679105041537,"Not significant"
"Gene_0081",222.71036211394,-0.181529488210009,1.6512483139456,-0.109934700115606,0.912461162606806,0.997237505342891,"Not significant"
"Gene_0423",210.579913222386,0.153169752670672,1.39194115125903,0.110040393972208,0.912377339660963,0.997237505342891,"Not significant"
"Gene_0054",153.452804785237,0.119168429101534,1.17884093727323,0.101089489967308,0.919479421097191,0.997590536967098,"Not significant"
"Gene_0284",317.655174059473,-0.129367019355301,1.26679125802049,-0.102121812521388,0.918659987637354,0.997590536967098,"Not significant"
"Gene_0353",222.822217851371,0.151343060925509,1.44349073816653,0.104845190151853,0.916498651073364,0.997590536967098,"Not significant"
"Gene_0016",115.48240410117,-0.109314545175565,1.41272593305244,-0.0773784515580971,0.938322482544505,0.998489829355122,"Not significant"
"Gene_0058",135.934669739527,-0.0478429630812544,1.24095316049335,-0.0385533995998964,0.96924645637797,0.998489829355122,"Not significant"
"Gene_0063",133.815468429496,0.0800793172949394,1.52905473486929,0.052371779419515,0.958232460009202,0.998489829355122,"Not significant"
"Gene_0074",431.185760853974,0.0884824358602327,1.6254403387741,0.0544359788234159,0.956587814382454,0.998489829355122,"Not significant"
"Gene_0089",340.894765078704,-0.127057050230487,1.74304713548932,-0.072893639904247,0.941890755102188,0.998489829355122,"Not significant"
"Gene_0114",50.7331307941569,-0.102528078841623,1.34814257464581,-0.0760513619032913,0.939378235591623,0.998489829355122,"Not significant"
"Gene_0127",250.190109193057,-0.0207718158200708,1.45596813100415,-0.0142666692888016,0.988617230979088,0.998489829355122,"Not significant"
"Gene_0132",343.186338462296,0.0386138467581037,1.51167089827295,0.0255438183021312,0.979621197926266,0.998489829355122,"Not significant"
"Gene_0133",116.546749223767,-0.00929026439362424,1.3391653835663,-0.00693735404725259,0.994464836711267,0.998489829355122,"Not significant"
"Gene_0142",402.413019097901,0.075831174422743,1.36494173585237,0.0555563453229659,0.955695242144919,0.998489829355122,"Not significant"
"Gene_0153",171.878058649578,-0.141851934457323,1.66798683708021,-0.0850437972913698,0.932226571604702,0.998489829355122,"Not significant"
"Gene_0154",44.6014874737663,0.00332386466865235,1.75613181653402,0.00189271934905917,0.998489829355122,0.998489829355122,"Not significant"
"Gene_0156",163.545716523602,-0.00707957249253146,1.68514805538617,-0.00420115755995642,0.996647971105811,0.998489829355122,"Not significant"
"Gene_0163",243.684587909711,-0.0684474993282432,1.85716947302361,-0.03685581758826,0.970599968249701,0.998489829355122,"Not significant"
"Gene_0206",179.383931279237,-0.11120484604568,1.55367307769282,-0.0715754476551898,0.942939779880842,0.998489829355122,"Not significant"
"Gene_0231",109.967044601665,0.0107934876717401,1.26405749765946,0.00853876322218361,0.99318713544497,0.998489829355122,"Not significant"
"Gene_0259",158.35772966229,-0.122645006853246,1.50525517697759,-0.0814778841016879,0.935061912322667,0.998489829355122,"Not significant"
"Gene_0261",187.163499521928,0.0822037244425321,1.43976230283232,0.0570953443362282,0.954469245056948,0.998489829355122,"Not significant"
"Gene_0263",186.162797596992,0.130624571568554,1.78615732387871,0.0731316160241126,0.941701383060437,0.998489829355122,"Not significant"
"Gene_0283",188.759076732267,-0.0110438740275249,1.50641476825482,-0.00733123058818599,0.99415057670015,0.998489829355122,"Not significant"
"Gene_0315",94.7995968029255,-0.0297726560498473,1.42491181646674,-0.0208943849758173,0.983329905787778,0.998489829355122,"Not significant"
"Gene_0328",182.838348486916,0.038747066474034,1.55943004553036,0.0248469410892081,0.980177049026858,0.998489829355122,"Not significant"
"Gene_0337",86.294274784814,0.0762851280294663,1.53897041466974,0.0495689373247872,0.960465900613551,0.998489829355122,"Not significant"
"Gene_0338",143.950329628118,0.0201073732334592,1.35112325278319,0.0148819681639258,0.988126345651523,0.998489829355122,"Not significant"
"Gene_0341",139.683954026202,0.0926548895634581,1.49870179511397,0.0618234326972378,0.950703442584767,0.998489829355122,"Not significant"
